"Year","Month","DayofMonth","DayOfWeek","DepTime","CRSDepTime","ArrTime","CRSArrTime","UniqueCarrier","FlightNum","TailNum","ActualElapsedTime","CRSElapsedTime","AirTime","ArrDelay","DepDelay","Origin","Dest","Distance","TaxiIn","TaxiOut","Cancelled","CancellationCode","Diverted","CarrierDelay","WeatherDelay","NASDelay","SecurityDelay","LateAircraftDelay"
2006,5,22,1,1256,1259,1351,1356,"AA",2449,"N255AA",55,57,31,-5,-3,"OKC","DFW",175,12,12,0,"",0,0,0,0,0,0
2006,7,18,2,1730,1730,2200,2105,"OH",5487,"N368CA",270,215,151,55,0,"JFK","MIA",1090,6,113,0,"",0,0,0,55,0,0
2005,7,15,5,1317,1320,2123,2123,"UA",838,"N547UA",306,303,283,0,-3,"SFO","IAD",2419,6,17,0,"",0,0,0,0,0,0
2005,1,3,1,1616,1520,1816,1701,"TZ",417,"N513AT",300,281,281,75,56,"IND","SFO",1944,7,12,0,"",0,31,0,19,0,25
2006,1,11,3,1030,1010,1312,1245,"UA",529,"N801UA",282,275,256,27,20,"ORD","OAK",1835,4,22,0,"",0,20,0,7,0,0
2005,8,2,2,1732,1720,1919,1905,"AA",1567,"N5TUAA",167,165,132,14,12,"MCO","DFW",984,25,10,0,"",0,0,0,0,0,0
2006,4,1,6,841,815,1037,1022,"MQ",4566,"N831AE",116,127,97,15,26,"BOS","RDU",612,4,15,0,"",0,15,0,0,0,0
2006,12,3,7,2213,2155,2315,2255,"WN",955,"N242",62,60,43,20,18,"LAS","SAN",258,2,17,0,"",0,0,0,2,0,18
2006,6,11,7,1550,1555,1923,1939,"NW",690,"N325NB",153,164,131,-16,-5,"MSP","PHL",980,11,11,0,"",0,0,0,0,0,0
2006,9,20,3,1836,1840,2013,2020,"AA",2294,"N626AA",157,160,140,-7,-4,"MCO","DFW",984,8,9,0,"",0,0,0,0,0,0
2005,10,6,4,1834,1755,2109,2021,"AA",428,"N3AWAA",155,146,123,48,39,"MIA","DCA",920,7,25,0,"",0,39,0,9,0,0
2006,11,30,4,1637,1558,1726,1648,"FL",610,"N167AT",109,110,78,38,39,"ATL","MDW",590,11,20,0,"",0,0,0,0,0,38
2005,7,15,5,1922,1735,2121,1938,"XE",2430,"N12934",119,123,78,103,107,"EWR","DTW",487,10,31,0,"",0,0,0,44,0,59
2006,6,8,4,947,950,1206,1242,"AA",721,"N576AA",199,232,173,-36,-3,"LGA","DFW",1389,5,21,0,"",0,0,0,0,0,0
2006,4,6,4,1337,1345,1640,1645,"CO",1855,"N14106",183,180,165,-5,-8,"PBI","EWR",1024,6,12,0,"",0,0,0,0,0,0
2005,7,12,2,1918,1919,2043,2045,"NW",226,"N9335",85,86,65,-2,-1,"DTW","DCA",405,4,16,0,"",0,0,0,0,0,0
2005,11,23,3,1535,1543,1555,1613,"OO",6498,"N932SW",80,90,67,-18,-8,"TUS","LAX",451,6,7,0,"",0,0,0,0,0,0
2006,1,6,5,1955,2005,2226,2315,"B6",1208,"N519JB",151,190,136,-49,-10,"PBI","BOS",1197,6,9,0,"",0,0,0,0,0,0
2005,9,25,7,1204,1213,1243,1258,"OH",4939,"N379CA",39,45,22,-15,-9,"SDF","CVG",83,7,10,0,"",0,0,0,0,0,0
2005,4,21,4,1337,1315,1622,1600,"DL",848,"N383DN",105,105,89,22,22,"PDX","SLC",630,6,10,0,"",0,0,0,0,0,22
2005,11,12,6,2040,2040,2158,2205,"WN",753,"N200",78,85,66,-7,0,"LAS","SMF",397,2,10,0,"",0,0,0,0,0,0
2006,12,28,4,12,2249,732,608,"US",252,"N828AW",260,259,237,84,83,"LAS","IAD",2066,7,16,0,"",0,83,0,1,0,0
2005,5,31,2,858,900,1100,1120,"AA",593,"N4WYAA",242,260,228,-20,-2,"ORD","SAN",1723,3,11,0,"",0,0,0,0,0,0
2006,2,22,3,1702,1610,2043,1859,"DL",1113,"N601DL",221,169,183,104,52,"BOS","ATL",946,9,29,0,"",0,52,0,52,0,0
2006,9,21,4,1357,1325,1519,1452,"XE",2378,"N13958",82,87,60,27,32,"IAH","OKC",395,4,18,0,"",0,0,0,0,0,27
2006,4,14,5,1407,1410,1548,1545,"DL",687,"N962DL",101,95,76,3,-3,"ATL","IND",432,10,15,0,"",0,0,0,0,0,0
2005,4,28,4,1754,1735,2120,2120,"AA",2034,"N561AA",146,165,129,0,19,"DFW","FLL",1119,4,13,0,"",0,0,0,0,0,0
2006,12,29,5,1735,1735,2028,2008,"XE",2901,"N12195",233,213,200,20,0,"ORF","IAH",1201,14,19,0,"",0,0,0,20,0,0
2005,9,14,3,1115,1105,1303,1232,"XE",3247,"N12934",108,87,84,31,10,"CLE","LGA",418,5,19,0,"",0,0,0,21,0,10
2006,6,21,3,610,610,655,713,"OH",5081,"N498CA",45,63,39,-18,0,"AZO","CVG",225,3,3,0,"",0,0,0,0,0,0
2006,11,17,5,1112,1115,1251,1259,"US",457,"N807AW",99,104,77,-8,-3,"PHX","SLC",507,5,17,0,"",0,0,0,0,0,0
2006,9,13,3,1610,1505,1804,1704,"EV",4795,"N841AS",114,119,89,60,65,"ATL","ABE",692,4,21,0,"",0,0,60,0,0,0
2005,6,21,2,1056,1059,1236,1230,"AA",488,"N285AA",100,91,66,6,-3,"MSY","DFW",448,26,8,0,"",0,0,0,0,0,0
2005,12,21,3,1550,1550,1658,1710,"UA",1156,"N573UA",68,80,51,-12,0,"SFO","LAX",337,4,13,0,"",0,0,0,0,0,0
2006,9,22,5,1007,1004,1743,1815,"UA",218,"N834UA",276,311,255,-32,3,"SFO","IAD",2419,6,15,0,"",0,0,0,0,0,0
2005,7,13,3,759,759,855,900,"OO",6051,"N565SW",56,61,44,-5,0,"LAX","FAT",209,4,8,0,"",0,0,0,0,0,0
2005,2,20,7,1825,1555,2044,1813,"XE",2460,"N15555",79,78,57,151,150,"ORD","CLE",316,8,14,0,"",0,3,0,1,0,147
2005,1,20,4,1555,1555,1612,1624,"OO",6589,"N979SW",77,89,62,-12,0,"TUS","LAX",451,4,11,0,"",0,0,0,0,0,0
2005,8,15,1,902,900,1020,1030,"FL",860,"N167AT",78,90,59,-10,2,"MCO","ATL",403,10,9,0,"",0,0,0,0,0,0
2005,9,12,1,2010,2010,2120,2120,"WN",1229,"N407",70,70,62,0,0,"ONT","SMF",389,3,5,0,"",0,0,0,0,0,0
2005,5,5,4,2302,2300,2422,19,"EV",4302,"N867AS",80,79,-1382,3,2,"CVG","MDT",429,1444,18,0,"",0,0,0,0,0,0
2005,9,3,6,1600,1600,1708,1715,"WN",2755,"N646SW",68,75,57,-7,0,"SAN","SJC",417,3,8,0,"",0,0,0,0,0,0
2005,8,14,7,1537,1542,1600,1557,"MQ",4306,"N677AE",83,75,45,3,-5,"CVG","ORD",264,23,15,0,"",0,0,0,0,0,0
2005,1,10,1,633,635,719,729,"MQ",3060,"N392AE",46,54,29,-10,-2,"SAN","LAX",109,6,11,0,"",0,0,0,0,0,0
2006,1,20,5,1914,1920,2004,2013,"US",1647,"N812MD",110,113,95,-9,-6,"DCA","BNA",562,5,10,0,"",0,0,0,0,0,0
2006,3,16,4,1458,1500,1613,1613,"MQ",3151,"N849AE",75,73,49,0,-2,"LAX","SJC",308,10,16,0,"",0,0,0,0,0,0
2006,12,3,7,554,554,716,725,"FL",117,"N278AT",82,91,65,-9,0,"IND","ATL",432,9,8,0,"",0,0,0,0,0,0
2005,10,25,2,2048,2048,2247,2255,"DL",286,"N121DE",299,307,279,-8,0,"ATL","PDX",2172,5,15,0,"",0,0,0,0,0,0
2006,6,15,4,1709,1709,1825,1813,"AA",745,"N3BUAA",196,184,173,12,0,"DFW","LAX",1235,6,17,0,"",0,0,0,0,0,0
2006,2,12,7,845,850,1009,1020,"WN",1249,"N706SW",84,90,75,-11,-5,"DAL","MCI",461,2,7,0,"",0,0,0,0,0,0
2006,7,5,3,2110,2045,2216,2155,"WN",2114,"N223",66,70,50,21,25,"BWI","PVD",328,5,11,0,"",0,3,0,0,0,18
2005,2,10,4,1441,1440,2235,2219,"CO",569,"N75854",294,279,269,16,1,"LAS","EWR",2227,7,18,0,"",0,0,0,16,0,0
2006,7,16,7,1405,1400,1626,1636,"DL",705,"N604DL",141,156,103,-10,5,"LGA","ATL",761,7,31,0,"",0,0,0,0,0,0
2006,11,19,7,1118,1125,1218,1232,"B6",69,"N504JB",60,67,41,-14,-7,"SYR","JFK",209,9,10,0,"",0,0,0,0,0,0
2006,4,13,4,1821,1803,1948,1926,"AS",145,"N741AS",87,83,73,22,18,"FAI","BRW",503,5,9,0,"",0,0,0,4,0,18
2006,7,14,5,1241,1245,1417,1359,"US",775,"N171UW",96,74,64,18,-4,"CLT","DCA",331,22,10,0,"",0,0,0,18,0,0
2005,4,22,5,1035,1023,1212,1159,"MQ",4858,"N718AE",97,96,72,13,12,"CMH","LGA",478,5,20,0,"",0,0,0,0,0,0
2005,9,23,5,1411,1407,1646,1645,"DL",293,"N956DL",155,158,134,1,4,"PVD","ATL",903,8,13,0,"",0,0,0,0,0,0
2005,8,11,4,1922,1851,1956,1925,"OO",6638,"N956SW",94,94,79,31,31,"FSD","DEN",483,2,13,0,"",0,0,0,0,0,31
2006,1,9,1,2107,2115,2236,2242,"AA",361,"N584AA",149,147,124,-6,-8,"LGA","ORD",733,4,21,0,"",0,0,0,0,0,0
2006,12,1,5,811,815,1255,1317,"CO",296,"N18223",164,182,146,-22,-4,"LAS","IAH",1222,6,12,0,"",0,0,0,0,0,0
2006,10,11,3,1138,1148,1225,1243,"YV",2804,"N987HA",47,55,30,-18,-10,"PHX","FLG",119,5,12,0,"",0,0,0,0,0,0
2005,10,5,3,1444,1445,1812,1745,"DL",2083,"N610DL",208,180,182,27,-1,"BDL","FLL",1173,3,23,0,"",0,0,0,27,0,0
2005,8,13,6,2143,2124,NA,2257,"DL",434,"N939DL",NA,153,NA,NA,19,"ATL","MSP",906,0,28,0,"",1,0,0,0,0,0
2005,3,28,1,605,605,821,821,"FL",587,"N949AT",136,136,119,0,0,"ROC","ATL",749,5,12,0,"",0,0,0,0,0,0
2006,4,4,2,732,735,1041,1044,"UA",494,"N412UA",129,129,111,-3,-3,"ORD","MHT",843,7,11,0,"",0,0,0,0,0,0
2005,1,11,2,1626,1628,1728,1739,"UA",1438,"N492UA",62,71,47,-11,-2,"LAX","LAS",236,6,9,0,"",0,0,0,0,0,0
2006,6,2,5,743,730,1042,1045,"OH",5841,"N378CA",179,195,163,-3,13,"BDL","RSW",1180,3,13,0,"",0,0,0,0,0,0
2006,2,22,3,1805,1810,1956,2015,"WN",1944,"N205",51,65,40,-19,-5,"MDW","DTW",229,6,5,0,"",0,0,0,0,0,0
2005,3,2,3,515,515,548,546,"OO",6533,"N986SW",33,31,19,2,0,"ONT","LAX",47,4,10,0,"",0,0,0,0,0,0
2006,4,27,4,1820,1800,1940,1925,"WN",2253,"N222",80,85,68,15,20,"MDW","OMA",423,2,10,0,"",0,0,0,2,0,13
2006,3,22,3,2044,2035,2136,2135,"XE",2280,"N13553",52,60,37,1,9,"CLE","BUF",192,6,9,0,"",0,0,0,0,0,0
2006,5,7,7,2040,2042,2313,2311,"AA",1830,"N5DBAA",153,149,119,2,-2,"MIA","IAD",921,6,28,0,"",0,0,0,0,0,0
2005,8,27,6,1253,1230,1332,1320,"WN",2318,"N387SW",99,110,88,12,23,"HOU","ELP",677,2,9,0,"",0,0,0,0,0,0
2006,7,11,2,1726,1545,2019,1815,"CO",1150,"N16618",173,150,126,124,101,"ATL","EWR",745,5,42,0,"",0,0,0,124,0,0
2006,7,26,3,1615,1615,1913,1951,"UA",660,"N336UA",118,156,95,-38,0,"ORD","EWR",719,7,16,0,"",0,0,0,0,0,0
2006,2,21,2,2000,1940,23,2308,"CO",1835,"N27724",383,328,352,75,20,"EWR","PHX",2133,3,28,0,"",0,4,0,55,0,16
2005,6,19,7,852,855,1151,1204,"CO",520,"N46625",119,129,102,-13,-3,"IAH","ATL",689,4,13,0,"",0,0,0,0,0,0
2005,8,17,3,2030,1945,2305,2230,"WN",1438,"N438",95,105,85,35,45,"LAX","ABQ",677,5,5,0,"",0,4,0,0,0,31
2005,12,27,2,2010,1945,2122,2055,"WN",1066,"N373",72,70,50,27,25,"SJC","LAX",308,14,8,0,"",0,0,0,2,0,25
2005,1,26,3,1206,1100,1705,1600,"WN",679,"N772",179,180,155,65,66,"LAS","HOU",1235,2,22,0,"",0,3,0,0,0,62
2005,7,14,4,626,628,1114,1133,"AA",1330,"N5TGAA",168,185,151,-19,-2,"ONT","DFW",1189,9,8,0,"",0,0,0,0,0,0
2005,2,9,3,2200,2200,2307,2315,"WN",2968,"N794",67,75,55,-8,0,"LAX","SMF",373,4,8,0,"",0,0,0,0,0,0
2005,5,16,1,744,740,935,949,"US",1745,"N811MD",171,189,145,-14,4,"PHL","MCI",1038,4,22,0,"",0,0,0,0,0,0
2006,4,24,1,922,921,1129,1122,"EV",4282,"N858AS",127,121,94,7,1,"ATL","ABE",692,3,30,0,"",0,0,0,0,0,0
2005,1,3,1,622,625,733,740,"MQ",4636,"N615AE",71,75,52,-7,-3,"CMH","RDU",361,2,17,0,"",0,0,0,0,0,0
2005,5,23,1,1252,1250,1719,1652,"US",1267,"N714UW",267,242,237,27,2,"SJU","BOS",1674,8,22,0,"",0,0,0,27,0,0
2006,7,4,2,1823,1745,2055,1916,"FL",467,"N970AT",152,91,64,99,38,"BOS","BWI",370,9,79,0,"",0,0,0,61,0,38
2005,10,30,7,1610,1610,1831,1845,"WN",497,"N434",141,155,127,-14,0,"MCO","BUF",1011,2,12,0,"",0,0,0,0,0,0
2005,6,29,3,1515,1143,2254,1926,"HP",252,"N652AW",279,283,251,208,212,"PHX","PHL",2075,8,20,0,"",0,0,0,208,0,0
2006,4,18,2,1836,1840,2108,2122,"AS",559,"N319AS",152,162,138,-14,-4,"PSP","SEA",987,5,9,0,"",0,0,0,0,0,0
2006,4,28,5,938,900,1224,1152,"YV",7263,"N17217",106,112,50,32,38,"ORD","ABE",654,3,53,0,"",0,0,0,0,0,32
2006,1,14,6,629,630,943,952,"UA",5,"N560UA",374,382,354,-9,-1,"JFK","SFO",2586,6,14,0,"",0,0,0,0,0,0
2006,8,26,6,708,710,907,930,"WN",2340,"N751",119,140,108,-23,-2,"GEG","LAS",806,3,8,0,"",0,0,0,0,0,0
2006,1,7,6,1527,1443,1552,1512,"OO",6103,"N214SW",25,29,13,40,44,"LAX","OXR",49,3,9,0,"",0,0,0,0,0,40
2005,2,27,7,1751,1745,1958,1950,"UA",546,"N916UA",67,65,41,8,6,"ORD","DAY",240,7,19,0,"",0,0,0,0,0,0
2006,2,23,4,1424,1414,1645,1647,"MQ",4363,"N907AE",81,93,68,-2,10,"ORD","CHA",501,3,10,0,"",0,0,0,0,0,0
2005,3,20,7,1052,1100,1144,1201,"DH",1759,"N643BR",52,61,36,-17,-8,"IAD","ORF",157,3,13,0,"",0,0,0,0,0,0
2006,2,5,7,1334,1335,1525,1532,"NW",454,"N349NB",111,117,96,-7,-1,"MEM","SAT",625,3,12,0,"",0,0,0,0,0,0
2006,1,14,6,903,900,1127,1138,"AS",663,"N771AS",144,158,115,-11,3,"LAS","SEA",866,11,18,0,"",0,0,0,0,0,0
2006,5,8,1,2052,2100,2211,2209,"XE",3267,"N21144",79,69,33,2,-8,"EWR","SYR",194,5,41,0,"",0,0,0,0,0,0
2006,7,14,5,603,605,808,810,"WN",2223,"N693SW",65,65,49,-2,-2,"PHX","ELP",347,6,10,0,"",0,0,0,0,0,0
2006,5,18,4,1345,1350,1603,1620,"WN",661,"N487",138,150,114,-17,-5,"MCO","PHL",861,11,13,0,"",0,0,0,0,0,0
2005,1,19,3,1320,1230,1412,1335,"WN",500,"N306SW",52,65,43,37,50,"STL","LIT",296,4,5,0,"",0,0,0,0,0,37
2005,12,2,5,656,655,757,759,"AA",1839,"N482AA",61,64,46,-2,1,"DFW","SAT",247,3,12,0,"",0,0,0,0,0,0
2005,6,30,4,740,740,1006,949,"XE",2663,"N13994",146,129,95,17,0,"IAH","STL",668,7,44,0,"",0,0,0,17,0,0
2006,10,23,1,732,730,1125,1135,"WN",1050,"N752",113,125,96,-10,2,"PHX","SAT",843,2,15,0,"",0,0,0,0,0,0
2006,7,29,6,1136,1138,1236,1231,"MQ",3130,"N814AE",60,53,38,5,-2,"SBP","LAX",155,5,17,0,"",0,0,0,0,0,0
2005,10,2,7,922,930,1138,1138,"DH",623,"N806BR",136,128,112,0,-8,"MCO","IAD",758,7,17,0,"",0,0,0,0,0,0
2006,4,12,3,1153,1155,1228,1232,"HA",528,"N486HA",35,37,22,-4,-2,"HNL","OGG",100,4,9,0,"",0,0,0,0,0,0
2006,3,31,5,1330,1320,1646,1622,"OO",5832,"N738SK",136,122,91,24,10,"ORD","ALB",723,4,41,0,"",0,24,0,0,0,0
2006,7,30,7,1403,1405,1458,1505,"WN",918,"N455",55,60,46,-7,-2,"PHX","SAN",304,4,5,0,"",0,0,0,0,0,0
2005,4,11,1,1205,1035,1601,1425,"XE",2358,"N16147",176,170,151,96,90,"IAH","PIT",1117,3,22,0,"",0,0,90,6,0,0
2005,7,6,3,NA,1930,NA,2159,"DL",1023,"N935DL",NA,89,NA,NA,NA,"MSY","ATL",425,0,0,1,"A",0,0,0,0,0,0
2006,3,9,4,626,630,819,815,"XE",2563,"N16963",173,165,150,4,-4,"EWR","STL",872,4,19,0,"",0,0,0,0,0,0
2005,6,23,4,1928,1750,2033,1900,"US",289,"N335US",65,70,35,93,98,"PHL","ORF",211,8,22,0,"",0,2,0,0,0,91
2006,1,25,3,1444,1445,1634,1635,"AA",1954,"N456AA",170,170,144,-1,-1,"JAX","DFW",919,13,13,0,"",0,0,0,0,0,0
2006,3,6,1,928,924,1012,1008,"OO",6194,"N294SW",44,44,25,4,4,"SFO","SMF",86,4,15,0,"",0,0,0,0,0,0
2006,1,6,5,1200,1200,1317,1315,"WN",2504,"N764",77,75,52,2,0,"PHL","PIT",267,3,22,0,"",0,0,0,0,0,0
2005,7,6,3,2208,2152,2243,2226,"AA",1497,"N558AA",95,94,79,17,16,"DFW","ELP",551,3,13,0,"",0,0,0,1,0,16
2006,6,21,3,2117,2115,2223,2214,"XE",3271,"N16944",66,59,43,9,2,"IAH","BTR",253,5,18,0,"",0,0,0,0,0,0
2006,8,29,2,648,700,1017,1047,"XE",2208,"N11119",149,167,132,-30,-12,"MCI","EWR",1092,8,9,0,"",0,0,0,0,0,0
2006,7,13,4,923,925,1112,1116,"US",256,"N426US",109,111,84,-4,-2,"CLT","PBI",590,3,22,0,"",0,0,0,0,0,0
2005,5,25,3,1216,1225,1310,1320,"US",602,"N433US",54,55,34,-10,-9,"CHS","CLT",168,4,16,0,"",0,0,0,0,0,0
2006,9,1,5,604,605,652,655,"XE",2514,"N19503",48,50,31,-3,-1,"DAY","CLE",162,6,11,0,"",0,0,0,0,0,0
2006,10,19,4,2226,2220,2323,2320,"AA",1999,"N618AA",57,60,34,3,6,"MIA","MCO",193,6,17,0,"",0,0,0,0,0,0
2005,1,20,4,643,645,746,755,"DH",1480,"N633BR",63,70,43,-9,-2,"CMH","IAD",299,8,12,0,"",0,0,0,0,0,0
2005,1,17,1,1530,1534,2007,2025,"DL",1650,"N961DL",157,171,140,-18,-4,"DEN","ATL",1199,6,11,0,"",0,0,0,0,0,0
2005,1,6,4,1026,1015,NA,1135,"MQ",4605,"N681AE",NA,80,NA,NA,11,"BOS","BWI",370,0,34,0,"",1,0,0,0,0,0
2006,7,4,2,1233,1220,1424,1415,"WN",149,"N383SW",111,115,100,9,13,"OAK","PHX",646,5,6,0,"",0,0,0,0,0,0
2005,9,19,1,821,825,1530,1546,"NW",332,"N543US",249,261,224,-16,-4,"LAX","DTW",1979,14,11,0,"",0,0,0,0,0,0
2005,6,15,3,1810,1810,1915,1915,"WN",852,"N382SW",65,65,45,0,0,"LAS","PHX",256,5,15,0,"",0,0,0,0,0,0
2005,6,8,3,2126,2135,2233,2251,"HP",36,"N315AW",67,76,54,-18,-9,"LAX","PHX",370,2,11,0,"",0,0,0,0,0,0
2006,4,9,7,1608,1605,1758,1759,"DL",1088,"N981DL",50,54,25,-1,3,"BHM","ATL",134,12,13,0,"",0,0,0,0,0,0
2005,9,13,2,1840,1850,1940,1953,"XE",3156,"N11548",60,63,47,-13,-10,"GRR","CLE",214,5,8,0,"",0,0,0,0,0,0
2005,7,17,7,647,650,NA,1215,"CO",194,"N57857",NA,205,NA,NA,-3,"LAX","IAH",1379,0,14,0,"",1,0,0,0,0,0
2006,2,14,2,1502,1500,1655,1700,"DL",710,"N668DN",113,120,91,-5,2,"MIA","ATL",595,6,16,0,"",0,0,0,0,0,0
2005,11,29,2,710,710,807,815,"WN",1207,"N667SW",57,65,50,-8,0,"LIT","DAL",296,2,5,0,"",0,0,0,0,0,0
2005,10,12,3,1140,1140,1232,1235,"WN",2984,"N640SW",52,55,41,-3,0,"TPA","FLL",197,4,7,0,"",0,0,0,0,0,0
2006,10,16,1,1515,1435,1731,1651,"OH",5606,"N918CA",136,136,95,40,40,"LGA","SAV",722,5,36,0,"",0,0,0,0,0,40
2005,7,16,6,1408,1327,1517,1434,"EV",4414,"N936EV",129,127,104,43,41,"ATL","IAH",689,8,17,0,"",0,41,0,2,0,0
2006,7,6,4,1744,1740,2035,2025,"FL",690,"N894AT",111,105,92,10,4,"MKE","BWI",641,8,11,0,"",0,0,0,0,0,0
2005,5,20,5,1745,1745,1832,1835,"WN",1788,"N521",47,50,33,-3,0,"DAL","AUS",189,4,10,0,"",0,0,0,0,0,0
2005,11,4,5,530,530,731,737,"OH",5439,"N367CA",121,127,101,-6,0,"ALB","CVG",623,1,19,0,"",0,0,0,0,0,0
2005,6,25,6,907,910,1031,1030,"UA",721,"N425UA",144,140,126,1,-3,"DEN","LAX",862,5,13,0,"",0,0,0,0,0,0
2006,3,29,3,1117,1120,1152,1157,"HA",126,"N478HA",35,37,21,-5,-3,"HNL","OGG",100,3,11,0,"",0,0,0,0,0,0
2006,11,1,3,1050,1055,1245,1243,"UA",181,"N338UA",175,168,153,2,-5,"BOS","ORD",867,4,18,0,"",0,0,0,0,0,0
2005,1,1,6,1227,1235,1317,1325,"US",57,"N124UW",50,50,35,-8,-8,"MYR","CLT",156,4,11,0,"",0,0,0,0,0,0
2006,6,1,4,1621,1623,1725,1734,"US",644,"N158AW",64,71,45,-9,-2,"PHX","ONT",325,7,12,0,"",0,0,0,0,0,0
2005,1,20,4,1435,1440,1618,1548,"NW",925,"N753NW",103,68,63,30,-5,"MSN","MSP",228,5,35,0,"",0,0,0,30,0,0
2005,11,30,3,1609,1604,1646,1640,"DL",793,"N326DL",97,96,79,6,5,"ATL","STL",483,4,14,0,"",0,0,0,0,0,0
2006,9,19,2,710,710,808,815,"MQ",4010,"N628AE",58,65,41,-7,0,"ORD","EVV",273,4,13,0,"",0,0,0,0,0,0
2005,11,18,5,2000,2005,2054,2059,"OO",3759,"N453SW",54,54,39,-5,-5,"IDA","SLC",188,5,10,0,"",0,0,0,0,0,0
2005,4,29,5,902,910,1252,1252,"AA",1635,"N619AA",230,222,187,0,-8,"JFK","SJU",1597,6,37,0,"",0,0,0,0,0,0
2005,8,19,5,1625,1450,1939,1815,"UA",395,"N565UA",374,385,353,84,95,"ORD","ANC",2846,3,18,0,"",0,43,0,0,0,41
2006,5,7,7,1723,1710,1844,1830,"EV",4119,"N719EV",81,80,53,14,13,"SLC","BZN",347,4,24,0,"",0,0,0,0,0,0
2005,9,23,5,1257,1250,1353,1351,"XE",3075,"N18982",56,61,32,2,7,"EWR","PVD",160,3,21,0,"",0,0,0,0,0,0
2005,8,28,7,1846,1829,2145,2134,"DL",1696,"N975DL",119,125,95,11,17,"MCI","ATL",692,11,13,0,"",0,0,0,0,0,0
2005,5,6,5,703,706,952,1006,"AA",501,"N506AA",229,240,210,-14,-3,"PVD","DFW",1529,7,12,0,"",0,0,0,0,0,0
2005,3,17,4,1829,1809,2034,2025,"MQ",4163,"N639AE",65,76,43,9,20,"ORD","CMH",296,3,19,0,"",0,0,0,0,0,0
2006,9,4,1,705,710,747,805,"WN",1072,"N304SW",102,115,89,-18,-5,"DEN","LAS",629,2,11,0,"",0,0,0,0,0,0
2006,11,4,6,615,620,1102,1120,"AA",802,"N3CDAA",167,180,145,-18,-5,"LAX","DFW",1235,9,13,0,"",0,0,0,0,0,0
2006,9,19,2,1319,1320,1415,1420,"WN",24,"N519",56,60,46,-5,-1,"DAL","LBB",293,1,9,0,"",0,0,0,0,0,0
2006,2,21,2,1814,1705,2107,2005,"B6",510,"N593JB",173,180,148,62,69,"FLL","EWR",1065,7,18,0,"",0,16,0,0,0,46
2006,1,16,1,1850,1840,2240,2206,"AA",2094,"N475AA",170,146,126,34,10,"DFW","RSW",1017,6,38,0,"",0,0,0,24,0,10
2005,9,15,4,1700,1431,1905,1626,"EV",4467,"N836AS",125,115,84,159,149,"ATL","FNT",644,3,38,0,"",0,149,0,10,0,0
2005,8,27,6,1900,1905,2115,2125,"EV",4604,"N752EV",75,80,53,-10,-5,"LAS","SLC",368,11,11,0,"",0,0,0,0,0,0
2005,6,1,3,655,700,732,745,"F9",823,"N804FR",97,105,80,-13,-5,"MCI","DEN",533,8,9,0,"",0,0,0,0,0,0
2006,3,20,1,1424,1430,1722,1744,"DL",2011,"N6713Y",178,194,166,-22,-6,"BDL","FLL",1173,4,8,0,"",0,0,0,0,0,0
2006,2,7,2,1050,1040,1218,1200,"WN",1554,"N618WN",88,80,77,18,10,"SMF","SAN",480,3,8,0,"",0,10,0,8,0,0
2005,5,1,7,2311,2306,2339,2333,"EV",4477,"N867AS",88,87,72,6,5,"ATL","MLU",448,4,12,0,"",0,0,0,0,0,0
2005,6,17,5,227,240,855,913,"DL",1233,"N674DL",268,273,256,-18,-13,"ANC","SLC",2125,3,9,0,"",0,0,0,0,0,0
2006,3,13,1,1600,1600,1655,1655,"WN",40,"N734SW",55,55,42,0,0,"HOU","DAL",239,1,12,0,"",0,0,0,0,0,0
2005,4,30,6,1847,1830,2040,1957,"XE",2275,"N16559",113,87,65,43,17,"IAH","MEM",469,3,45,0,"",0,17,0,26,0,0
2005,7,4,1,NA,600,NA,842,"AA",1713,"0",NA,102,NA,NA,NA,"ELP","DFW",551,0,0,1,"A",0,0,0,0,0,0
2005,5,11,3,1244,1245,1352,1355,"OO",6397,"N912SW",68,70,48,-3,-1,"SFO","BUR",326,3,17,0,"",0,0,0,0,0,0
2006,10,16,1,NA,1630,NA,1724,"OO",6073,"0",NA,54,NA,NA,NA,"LAX","SAN",109,0,0,1,"C",0,0,0,0,0,0
2005,1,24,1,1511,1515,1637,1635,"MQ",3177,"N817AE",86,80,69,2,-4,"SJC","SAN",417,3,14,0,"",0,0,0,0,0,0
2006,4,27,4,1921,1925,2238,2250,"B6",271,"N630JB",377,385,171,-12,-4,"FLL","OAK",2575,7,19,0,"",0,0,0,0,0,0
2005,11,18,5,1030,1030,1142,1113,"OO",6162,"N227SW",72,43,26,29,0,"SAN","LAX",109,5,41,0,"",0,29,0,0,0,0
2006,4,25,2,1040,1005,1350,1321,"AA",5,"N384AA",490,496,463,29,35,"DFW","HNL",3784,3,24,0,"",0,29,0,0,0,0
2006,4,7,5,1120,1115,1207,1218,"EV",4422,"N842AS",107,123,89,-11,5,"ATL","MKE",669,5,13,0,"",0,0,0,0,0,0
2005,7,20,3,647,700,833,828,"AS",355,"N792AS",106,88,59,5,-13,"SNA","OAK",371,7,40,0,"",0,0,0,0,0,0
2006,7,17,1,1735,1647,1822,1727,"EV",4382,"N709EV",107,100,80,55,48,"SLC","PHX",507,4,23,0,"",0,48,0,7,0,0
